name,has_scope1,version_stable1,has_description1,has_keywords1,last_release1,#maintainers1,#links1,#dependencies1,#releases_month1,#releases_3month1,#releases_6month1,#releases_year1,#releases_2year1,has_selective_files1,#downloads_day1,#downloads_week1,#downloads_month1,#downloads_3month1,#downloads_6month1,#downloads_year1,#dependents1,npm_stars1,has_github1,has_home1,gh_stars1,forks1,subscribers1,issues1,open_issues1,issues_disabled1,contributors1,commits_week1,commits_month1,commits_3month1,commits_6month1,commits_year1,#statuses1,is_open_sourse1,has_readme1,has_test1,has_changelog1,#badges1,#linters1,#coverage1,#outdated_deps1,description
even-better,0,1,1,1,0,1,4,5,0,0,0,0,5,0,126,1418,6006,20201,33660,49029,2,0,1,0,1,0,0,0,0,1,26,0,0,0,0,0,0,1,1,1,0,2,0,0.0,4,A collection of utility functions for Ethereum
event-emitter,0,0,1,1,1,1,4,2,1,1,1,2,2,0,484447,2707295,11257671,28674787,56174164,98110615,194,27,1,0,114,10,5,18,5,0,2,0,0,0,0,3,1,1,1,1,1,1,0,0.0,0,Just the Ethereum encoding and decoding methods from the ethers-io-wallet.
event-kit,0,1,1,0,1,7,4,0,0,0,0,3,5,0,9691,62813,260349,736865,1718037,3394738,70,3,1,0,61,24,33,36,7,0,16,0,0,0,0,4,2,1,1,1,0,3,0,0.0,0,lil' event emitter
event-source-polyfill,0,0,1,1,1,2,4,0,0,0,4,4,5,0,6389,34990,143966,381648,733205,993303,30,4,1,0,1218,181,45,106,10,0,15,0,1,1,13,28,0,1,1,1,0,0,0,0.0,0,"evdh : EisF Video Download Helper, auto download videos on web pages. "
event-stream,0,1,1,0,0,1,4,7,0,0,0,0,2,0,69442,1394575,5554336,15690803,30135716,55671023,1306,103,1,0,1566,110,42,107,26,0,33,0,0,0,3,4,1,1,1,1,0,1,0,0.0,2,Server and process monitoring plugin
event-target-shim,0,1,1,1,1,1,4,0,0,2,3,3,4,1,19359,107150,451365,1172089,2185808,3705748,57,1,1,0,22,5,1,12,1,0,2,0,0,5,8,8,1,1,1,1,0,4,1,0.94,0,Environment agnostic event emitter
event-wire,0,1,1,1,1,1,4,2,0,0,0,2,8,1,1,108,301,639,1470,3233,0,0,1,0,8,3,2,4,1,0,3,0,0,0,0,2,1,1,1,1,1,3,1,1.0,0,Simple library for implementing and consuming evented APIs
eventemitter2,0,1,1,1,1,2,4,0,1,2,3,6,24,1,56530,1003979,4087253,11247889,22687956,44795195,808,46,1,0,1749,189,38,233,16,0,67,0,0,4,7,22,1,1,1,1,1,2,0,0.0,0,A polyfill for http://www.w3.org/TR/eventsource/ 
eventemitter3,0,1,1,1,1,3,4,0,1,1,2,3,7,1,123892,2481599,9604740,26441673,50246326,86004353,821,38,1,0,958,93,24,145,1,0,20,0,5,12,25,54,2,1,1,1,0,3,0,1.0,0,construct pipes of streams of events
eventproxy,0,1,1,1,1,1,4,1,0,1,1,2,3,1,314,1857,6723,26548,56501,96740,70,40,1,1,2524,451,188,85,3,0,15,0,0,0,0,4,1,1,1,1,0,2,1,0.0,1,An implementation of WHATWG EventTarget interface.
events,0,1,1,1,1,3,4,0,0,1,1,1,2,0,176656,3326966,13354266,35358749,66230819,107340869,903,54,1,0,337,68,7,50,8,0,14,0,1,7,7,16,1,1,1,1,1,1,0,0.0,0,Mediator with dynamic responsibility chains.
events-light,0,1,1,1,1,4,4,1,0,0,1,1,8,0,1810,18830,75545,207114,426413,875910,3,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.0,1,"A feature-rich Node.js event emitter implementation with namespaces, wildcards, TTL, async listeners and browser/worker support."
eventsource,0,1,1,1,1,2,4,1,1,1,1,8,9,0,77400,1476627,5809049,15000843,27608126,44744608,114,14,1,0,256,76,28,94,6,0,30,0,0,0,4,48,1,1,1,1,1,3,1,0.0,0,EventEmitter3 focuses on performance while maintaining a Node.js AND browser compatible interface.
eventsource-polyfill,0,0,1,1,0,1,4,0,0,0,1,1,1,1,4143,82737,320852,903339,1845402,3107945,127,7,1,0,139,20,8,20,7,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,An implementation of task/event based asynchronous pattern.
ewma,0,1,1,1,1,1,4,1,0,0,0,5,5,1,2640,15220,55113,162739,239646,240005,1,0,1,0,3,0,2,3,0,0,1,0,0,0,0,11,0,1,1,1,0,2,1,0.0,0,Node's event emitter for all engines.
excel-as-json,0,1,1,1,1,1,4,1,0,2,2,2,5,0,175,939,3726,10080,19745,37491,7,21,1,0,82,20,5,36,5,0,3,0,0,5,5,5,1,1,1,1,0,6,0,1.0,1,Lightweight and fast implementation of the 'events' module for the browser and server.
excel-export,0,0,1,1,0,1,4,2,0,0,0,0,0,0,1850,9448,42524,108132,208253,357662,19,24,1,0,362,194,20,70,59,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,1,W3C compliant EventSource client for Node.js and browser (polyfill)
excel4node,0,1,1,1,1,2,4,6,1,4,7,7,24,0,884,4228,18313,59562,113630,170063,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,0.0,4,A browser polyfill for W3C EventSource (http://www.w3.org/TR/eventsource/)
exceljs,0,1,1,1,1,1,4,7,6,8,14,31,75,1,3847,23691,115119,247273,423859,687262,64,44,1,0,2304,327,104,520,283,0,58,6,25,39,78,168,1,1,1,1,0,0,1,0.0,3,Exponentially Weighted Moving Average
execa,0,0,1,1,1,1,4,7,0,1,1,5,11,1,737219,3903646,16032980,39542849,69556820,93394522,877,36,1,0,1078,44,22,131,20,0,16,1,4,10,12,33,3,1,1,1,0,3,1,0.94,0,Convert Excel data to JSON
execall,0,1,1,1,0,1,4,1,0,0,0,1,1,1,10956,320152,1234016,3323898,6431107,10772527,26,1,1,0,64,3,8,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,0.0,0,Simple data set export to Excel xlsx file
exenv,0,1,1,1,1,1,4,0,0,0,0,1,2,0,26910,629632,2520050,6519182,13070759,20524522,118,7,1,0,148,10,5,8,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0,Library to create Formatted Excel Files.
exeunt,0,1,1,1,1,3,4,0,0,0,1,5,5,0,375,2441,12602,33602,68153,88776,2,0,1,0,5,0,17,2,0,0,1,0,0,0,0,7,0,1,1,0,1,0,1,0.0,0,Excel Workbook Manager - Read and Write xlsx and csv Files.
exif-parser,0,0,1,1,1,1,4,0,1,1,1,4,4,0,20558,120376,497544,1206275,2201138,3879045,28,11,1,0,120,31,6,27,3,0,9,0,0,1,1,10,0,1,1,1,1,0,0,0.0,0,Process execution for humans
exists-stat,0,1,1,0,1,1,4,0,0,0,0,3,3,0,10040,51556,220555,542360,1018324,1731951,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.0,0,Find multiple RegExp matches in a string
exists-sync,0,0,1,1,0,6,4,0,0,0,0,0,2,1,28723,165473,732690,1937631,4032312,8105842,86,0,1,0,5,4,15,9,1,0,6,0,0,0,1,1,2,1,1,1,0,1,0,0.0,0,React's ExecutionEnvironment module extracted for use in other packages & components
exit,0,0,1,1,0,1,4,0,0,0,0,1,1,0,300504,1839126,7694914,17953721,33249026,60572815,142,9,1,0,49,11,5,15,7,0,2,0,0,0,0,0,1,1,0,1,0,1,1,0.0,0,exiting a node.js process *and flushing stdout and stderr*
exit-hook,0,1,1,1,0,1,4,0,0,1,1,1,1,1,105140,1738852,6896074,19280180,39784995,78880165,42,3,1,0,54,8,8,9,4,0,2,0,0,0,0,0,1,1,1,1,0,1,2,0.0,0,"A javascript library to extract Exif metadata from images, in node and in the browser."
exit-on-epipe,0,1,1,1,1,1,4,0,0,1,1,2,4,1,22705,120720,537987,1174735,2088118,3443021,24,1,1,1,7,1,3,1,0,0,1,0,0,0,0,3,2,1,1,1,0,4,1,0.0,0,Synchronously check if a path exists and returns its stats object if it does
expand-braces,0,0,1,1,0,1,4,3,0,0,0,0,0,1,143944,799394,3263128,8855154,17776688,32819049,10,0,1,0,5,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,3,existsSync that also checks for symlinks
expect,0,1,0,0,1,7,4,6,2,12,30,34,41,0,181939,940933,3790642,8572472,13227884,15131731,169,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0.63,0,A replacement for process.exit that ensures stdio are fully drained before exiting.
expiry-js,0,0,1,1,0,1,4,0,0,0,0,0,0,0,138,1368,6545,21608,34564,54861,5,0,1,0,4,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0.0,0,Run some code when the process exits
expo,0,1,1,1,1,11,4,18,2,7,32,100,106,1,3978,23175,100667,293155,575181,841049,63,7,1,0,425,73,45,28,5,1,29,0,6,54,153,358,3,1,0,1,0,0,1,0.37,5,Cleanly exit process on EPIPE
expo-analytics,0,1,1,1,1,1,4,0,2,2,10,10,10,0,29,240,943,1703,2544,2544,0,0,1,0,38,6,1,10,2,0,3,0,5,5,15,15,0,1,1,0,0,0,0,0.0,0,Wrapper for [braces] to enable brace expansion for arrays of patterns.
export-to-excel,0,0,1,1,1,1,4,3,1,1,1,2,2,0,4,39,220,452,991,1768,0,4,1,0,9,0,1,2,1,0,1,0,0,0,0,4,0,1,1,1,1,0,2,0.0,2,This package exports the `expect` function used in [Jest](https://jestjs.io/). You can find its documentation [on Jest's website](https://jestjs.io/docs/expect).
exports-loader,0,0,1,0,1,9,4,2,0,1,1,1,2,1,88096,434986,2021706,5612128,10826760,18066226,181,6,1,0,142,25,10,22,6,0,14,0,0,2,2,4,0,1,1,0,1,2,0,0.0,1,A lightweight Javascript Universal Module for parsing durations
expose-loader,0,0,1,0,1,8,4,0,1,1,2,2,4,0,37836,208091,809624,2115752,4290184,8013232,166,8,1,0,392,44,9,67,24,0,18,0,2,2,6,10,0,1,1,0,1,2,0,0.0,0,The Expo SDK
expr-eval,0,1,1,1,1,1,4,0,2,2,2,6,15,1,0,2957,15191,33290,60037,93067,18,2,1,1,427,136,25,171,26,0,20,0,4,7,16,62,2,1,1,1,0,2,1,0.93,0,Google Analytics integration for use with React Native apps built on Expo.
express,0,1,1,1,1,4,4,30,1,1,6,8,16,1,818094,5085355,19944552,53633452,108246912,187783899,19408,2529,1,1,37197,6646,1801,3587,169,0,100,3,6,26,62,124,3,1,1,1,1,5,2,1.0,4,Export data to Excel
express-async-errors,0,1,1,1,1,1,4,0,2,2,4,4,6,0,663,3910,16590,29932,41040,47234,5,2,1,0,34,3,3,10,1,0,3,0,0,2,15,15,1,1,1,1,0,1,1,0.0,0,exports loader module for webpack
express-authentication,0,0,1,1,0,1,4,2,0,0,1,1,1,0,0,83,626,1451,3219,8161,2,6,1,0,27,2,2,15,1,0,1,0,0,0,0,0,1,1,1,1,0,5,2,1.0,1,expose loader module for webpack
express-brute,0,1,1,1,0,1,4,2,0,0,0,0,3,0,629,10844,38504,114095,251982,452152,30,44,1,0,336,36,4,71,9,0,18,0,0,0,1,1,2,1,1,1,0,4,1,0.98,0,Mathematical expression evaluator
express-data-parser,0,1,1,1,1,1,4,1,0,0,0,0,8,0,57,764,2919,7791,14717,24443,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,"Fast, unopinionated, minimalist web framework"
express-expose,0,0,1,1,0,2,4,0,0,0,0,0,0,0,18,444,1846,5513,13091,27482,6,2,1,0,290,24,17,41,18,0,7,0,0,0,0,0,0,1,1,1,1,4,1,0.0,0,Async/await error handling support for expressjs
express-fileupload,0,0,1,1,1,1,4,4,1,1,2,5,12,0,0,25607,104659,292849,521271,870344,72,44,1,0,326,44,15,89,17,0,12,0,0,4,4,22,2,1,1,1,0,4,1,0.98,1,Unopinionated authentication middleware for express.
express-flash,0,0,1,1,0,1,4,1,0,0,0,0,0,0,2170,12782,50916,142710,266025,520818,70,17,1,0,55,16,1,12,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0,0,A brute-force protection middleware for express routes that rate limits incoming requests
express-formidable,0,1,1,1,0,1,4,1,0,0,0,0,2,0,303,1940,7960,21768,43946,78011,6,15,1,1,49,8,2,16,7,0,3,0,1,1,1,1,1,1,1,1,0,1,1,0.0,0,Middleware data parser for images and files using formidable
express-graphql,0,0,1,1,1,4,4,4,1,1,1,6,18,1,14436,76524,339069,814698,1485174,2294199,135,40,1,0,3140,296,107,424,30,0,36,1,16,21,22,212,1,1,1,1,0,2,1,1.0,0,Expose helpers and local variables to the client-side
express-handlebars,0,1,1,1,0,2,4,5,0,0,0,0,0,0,0,43280,206094,591640,1219294,2395289,206,81,1,0,1721,264,51,226,73,0,14,0,0,0,0,0,0,1,1,0,1,2,0,0.0,2,Simple express file upload middleware that wraps around Busboy
express-hbs,0,1,1,1,1,2,4,3,0,0,0,1,6,0,1832,11628,61813,175036,326390,678370,72,11,1,0,338,60,17,143,36,0,26,0,0,0,0,0,1,1,1,1,0,0,2,0.0,2,Flash Messages for your Express Application
express-http-proxy,0,1,1,1,1,3,4,3,1,1,3,10,21,0,8412,45699,219610,539806,1130058,1917075,147,38,1,0,509,138,14,324,56,0,36,0,2,12,20,78,1,1,1,1,0,1,1,0.0,0,An Express middleware of Formidable that just works.
express-ipfilter,0,0,1,1,1,1,4,3,0,1,1,6,13,0,393,4983,20254,50750,96671,170182,9,13,1,0,92,35,11,58,2,0,9,0,0,0,0,11,1,1,1,1,0,0,1,0.0,1,Production ready GraphQL HTTP middleware.
express-jwt,0,1,1,1,1,6,4,4,0,0,2,2,5,0,3318,80033,336536,975866,1852474,3199992,242,95,1,0,2690,285,156,200,41,0,42,0,0,0,0,1,1,1,1,1,1,1,0,0.0,2,A Handlebars view engine for Express which doesn't suck.
express-request-language,0,1,1,1,1,1,4,2,0,0,3,6,11,0,0,4656,26960,72166,139959,224638,19,6,1,0,44,10,1,15,0,0,8,0,0,0,6,12,1,1,1,1,0,1,1,0.0,0,"Express handlebars template engine complete with multiple layouts, partials and blocks."
express-session,0,1,1,0,1,3,4,9,0,0,1,5,10,1,37649,590221,2353144,6658155,13520271,25862809,1703,376,1,0,3132,537,107,561,59,0,77,0,0,8,18,50,2,1,1,1,1,4,2,1.0,3,http proxy middleware for express
express-state,0,1,1,1,0,3,4,1,0,1,1,1,2,0,696,3682,16187,39945,81071,156774,14,4,1,0,227,27,26,39,2,0,7,0,0,0,0,0,1,1,1,1,1,3,0,0.0,0,A light-weight IP address based filtering system
express-swagger-docs,0,0,1,1,0,2,4,8,0,0,0,1,1,0,29,178,306,673,1196,3145,0,0,1,0,3,1,4,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0.0,4,JWT authentication middleware.
express-unless,0,0,1,0,1,1,4,0,1,3,3,4,4,0,13286,72725,310044,797379,1536231,2725881,38,8,1,0,86,17,5,23,9,0,6,0,0,4,4,6,0,1,1,1,0,0,0,0.0,0,Figure out a request's language tag by parsing Accept-Language header and stored cookies.
express-urlrewrite,0,1,1,1,0,1,4,2,1,1,1,1,1,1,5642,32540,128472,303783,528246,645530,29,10,1,0,25,5,2,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0.0,1,Simple session middleware for Express
express-useragent,0,1,1,1,1,1,4,0,5,5,6,6,14,0,3138,16572,71994,186075,379542,662659,56,24,1,1,377,85,10,95,9,0,36,0,0,8,9,12,1,1,1,1,0,1,1,0.0,0,Share server-side state with the client-side of an Express app via JavaScript.
express-validation,0,1,1,1,1,2,4,1,0,0,0,0,4,0,415,9766,39630,120936,250051,416290,28,19,1,0,219,52,8,77,26,0,10,0,0,0,0,0,1,1,1,1,0,1,1,0.0,0,Generates swagger docs from express router files
express-validator,0,1,1,1,1,3,4,2,3,4,7,13,28,0,10242,55697,219771,566249,1100810,1989647,182,112,1,0,2819,324,54,537,16,0,69,0,10,60,96,225,2,1,1,1,0,4,2,1.0,0,Conditionally add a middleware to express with some common patterns.
express-winston,0,1,1,1,1,3,4,2,2,2,2,3,14,0,8479,53989,228156,558974,1080055,1948044,98,20,1,0,430,125,15,173,23,0,40,0,4,9,9,13,1,1,1,1,1,2,0,0.0,1,URL rewrite middleware for express
express-ws,0,1,1,1,1,1,4,1,1,1,1,1,5,0,1882,9491,38468,96713,177133,320190,79,29,1,0,312,59,16,91,32,0,10,0,0,0,0,1,0,1,1,0,0,0,2,0.0,1,ExpressJS/Connect/TrinteJS user-agent middleware exposing
expression-match,0,0,1,1,0,1,4,1,0,0,0,0,2,0,693,3612,13707,27741,50340,90791,19,0,1,0,9,0,2,41,9,0,3,0,0,0,0,0,0,1,1,1,1,0,1,0.0,1,express-validation is a middleware that validates a request and returns a response with errors; if any of the configured validation rules fail.
extend,0,1,1,1,1,2,4,0,0,0,0,1,1,0,1181110,6263040,26095567,69713158,137663303,247253550,2992,52,1,0,238,40,10,46,3,0,13,0,0,0,0,4,1,1,1,1,1,3,1,0.0,0,Express middleware for the validator module.
extend2,0,1,1,1,1,2,4,0,0,0,0,1,3,1,489,2542,8284,26607,48204,84621,21,1,1,0,12,1,8,1,0,1,14,0,0,0,0,0,1,1,1,1,1,4,1,0.0,0,express.js middleware for winstonjs/winston
external-editor,0,1,1,1,1,1,4,3,0,0,3,6,14,1,134319,2395077,9524235,24624636,44346072,65591363,14,1,1,0,14,5,1,14,1,0,3,0,0,0,2,17,1,1,1,1,0,3,1,0.0,0,WebSocket endpoints for Express applications
external-ip,0,1,1,1,1,1,4,3,3,3,3,10,10,0,369,3576,14336,38051,61479,86092,29,4,1,0,20,7,2,13,0,0,4,11,11,11,11,34,1,1,1,1,0,2,1,0.0,0,expression comparison
extract-text-webpack-plugin,0,1,1,0,1,9,4,4,2,2,4,14,26,1,346244,1783787,7355703,18543548,34366421,55370070,2800,103,1,1,3303,470,99,748,76,0,60,0,0,0,5,27,4,1,0,1,1,0,2,0.87,1,Port of jQuery.extend for node.js and the browser
extract-zip,0,1,1,1,1,2,4,4,0,1,2,7,8,0,178377,1071007,4508261,11832782,23694475,44003204,212,13,1,0,130,45,5,65,29,0,11,0,0,0,3,20,1,1,1,1,0,2,0,0.0,4,Port of jQuery.extend for node.js and the browser
faaslang,0,0,1,0,1,1,1,3,5,13,16,41,41,0,0,157,1487,3777,6581,10663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,Edit a string with the users preferred text editor using $VISUAL or $ENVIRONMENT
facebook-locales,0,1,1,1,1,1,4,2,0,3,26,203,569,0,585,1798,5409,15081,79920,463808,1,0,1,0,0,3,280,2,1,0,3,0,0,0,1,1,0,1,1,1,0,2,0,0.0,1,A node.js library to get your external ip from multiple services
faker,0,1,1,0,1,1,4,0,0,0,0,0,3,0,14805,393038,1492891,4147647,8031028,13552372,376,266,1,0,13418,1085,258,617,176,0,100,0,0,0,10,36,1,1,1,1,1,1,1,0.0,0,Extract text from bundle into a file.
falcor,0,1,1,1,1,5,4,5,4,5,9,14,15,1,231,902,5237,11560,20305,45217,19,19,1,1,8606,380,540,924,58,0,45,0,14,29,58,163,2,1,1,1,1,2,2,0.92,2,unzip a zip file into a directory using 100% javascript
fancy-log,0,1,1,1,1,1,4,3,0,0,2,2,3,1,269243,1432656,6074779,17164854,32480080,60120272,211,12,1,0,37,9,3,16,0,0,4,0,0,0,6,6,1,1,1,1,0,1,2,0.0,1,FaaSlang defines FaaS execution semantics and type-safety mechanisms
fantasy-combinators,0,0,1,1,0,1,4,0,0,0,0,0,0,1,57,1219,5029,13787,22475,34529,14,1,1,0,55,3,10,5,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,Maps locales to Facebook locales
fast-csv,0,1,1,1,1,2,4,4,1,1,2,2,10,0,10497,57177,234083,594728,1170706,1964964,172,56,1,1,536,98,63,214,80,0,33,0,0,0,2,7,1,1,1,1,1,1,1,0.0,0,A JavaScript library for efficient data fetching.
fast-deep-equal,0,1,1,1,1,1,4,0,2,2,2,6,6,1,292184,4846065,18066903,46778158,86129247,97694057,56,5,1,0,70,9,4,7,2,0,4,0,9,9,13,22,2,1,1,1,0,2,1,1.0,0,"Log things, prefixed with a timestamp."
fast-diff,0,1,1,1,1,1,4,0,1,1,2,2,4,0,69794,392344,1522444,3642974,6248562,8115110,21,6,1,0,152,10,7,3,0,0,2,0,0,0,2,2,1,1,1,1,0,1,0,0.0,0,Common combinators.
fast-glob,0,1,1,1,1,1,4,5,3,6,6,7,9,0,12058,119051,307554,1169187,1423843,1469598,38,3,1,0,459,10,4,85,4,0,6,29,68,184,186,197,0,1,1,1,0,1,2,0.0,0,CSV parser and writer
fast-isnumeric,0,1,1,1,0,1,4,0,0,0,0,0,0,0,2772,13299,55146,135613,233552,403672,12,0,1,0,12,1,6,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,Fast deep equal
fast-iterator,0,0,1,1,1,1,4,1,0,3,7,7,7,0,64,373,2328,15417,18409,18409,0,0,1,0,1,2,1,8,0,0,3,0,0,9,26,26,1,1,1,1,0,1,0,0.0,0,Fast Javascript text diff
fast-json-parse,0,1,1,1,1,1,4,0,1,1,1,2,4,0,9838,53469,207958,479673,798454,1136219,48,3,1,0,33,1,3,4,0,0,2,0,0,0,0,2,1,1,1,1,0,1,0,0.0,0,It's a very fast and efficient glob library for Node.js
fast-json-stable-stringify,0,1,1,1,1,1,4,0,0,0,4,4,4,0,628999,3847501,15632457,40371703,58879810,58879810,6,0,1,0,8,1,1,0,0,0,7,0,0,0,17,17,1,1,1,1,0,2,1,1.0,0,The fast way to check if a JS object is numeric
fast-json-stringify,0,1,1,1,1,2,4,1,4,7,12,20,36,0,644,4387,16302,39020,61552,77894,10,5,1,0,522,38,16,82,2,0,13,1,7,24,44,73,1,1,1,1,0,1,0,0.0,0,Fast execution of an array of functions with the same value as input that can be altered.
fast-levenshtein,0,1,1,1,0,1,4,0,1,1,1,1,9,1,182469,3401561,13699253,35847782,68312886,119730271,72,17,1,0,313,26,11,26,4,0,8,0,0,0,0,2,1,1,1,1,0,2,0,0.0,0,Parse json safely and at max speed
fast-memoize,0,1,1,0,1,1,4,0,0,1,1,6,17,1,6691,191502,722025,1848113,3505816,4027681,44,5,1,1,1574,70,31,66,18,0,18,4,4,12,14,39,1,1,1,1,1,2,0,0.0,0,deterministic `JSON.stringify()` - a faster version of substack's json-stable-strigify without jsonify
fast-safe-stringify,0,1,1,1,1,3,4,0,0,6,7,10,34,0,28337,127095,578070,1259713,2191042,3202448,106,5,1,0,95,13,9,33,3,0,9,0,0,42,44,55,1,1,1,1,1,0,0,0.0,0,Stringify your JSON at max speed
fast-stats,0,0,1,1,0,1,4,0,0,0,0,1,1,0,747,17722,64955,182799,344874,548481,43,4,1,1,145,20,4,14,3,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,Efficient implementation of Levenshtein algorithm with locale-specific collator support.
fast-xml-parser,0,1,1,1,1,1,4,1,0,5,24,36,52,0,0,9377,28419,65091,113543,142998,35,9,1,1,230,44,16,100,5,0,20,5,6,40,215,269,3,1,1,1,1,3,1,0.97,1,Fastest memoization lib that supports N arguments
fastclick,0,1,1,1,0,4,4,0,0,1,1,1,1,0,10275,53344,221955,573118,1135256,2079795,222,38,1,0,16053,2698,547,546,258,0,45,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,Safely and quickly serialize JavaScript objects
fathom-web,0,1,1,1,1,1,4,2,0,0,2,3,5,0,0,22,6635,34209,34658,35793,0,12,1,1,1749,62,65,77,14,0,10,0,0,2,5,63,2,1,1,1,0,0,1,0.92,0,Quickly calculate common statistics on lists of numbers
favico.js,0,0,1,1,0,1,4,0,1,1,1,1,1,0,336,5654,22536,59310,116643,195040,7,4,1,1,7873,556,240,139,42,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,"Validate XML, Parse XML, Build XML without C/C++ based libraries"
fb-watchman,0,1,1,1,1,1,4,1,0,0,0,1,4,1,325036,1688253,6924966,16659505,32354042,51818875,53,10,1,1,6394,513,256,586,38,0,87,9,68,103,157,284,2,1,1,1,0,0,0,0.0,0,Polyfill to remove click delays on browsers with touch UIs.
fbbk-json,0,1,1,1,1,1,4,0,0,0,1,1,2,0,1,73,325,821,1613,4016,4,0,1,0,32,4,6,12,2,0,3,2,3,3,7,8,1,1,1,1,0,4,0,0.89,0,Find meaning in the web.
fbjs,0,0,1,0,1,9,4,7,0,0,1,8,19,1,429203,2278150,9663732,24897409,48144801,77387125,493,17,1,0,1120,178,57,283,43,0,43,0,0,4,10,45,1,1,1,1,1,0,1,0.0,2,"Favico.js is a library to manipulate the favicon, adding alert badges, render images or videos."
fbjs-scripts,0,0,1,0,1,4,4,8,0,0,0,3,6,0,22766,125676,507632,1397600,2595001,4222714,37,1,1,0,1105,178,57,283,43,0,43,0,0,4,10,45,1,1,1,1,1,0,1,0.0,1,Bindings for the Watchman file watching service
fcache,0,0,1,0,0,2,4,0,0,0,0,0,3,0,2564,14972,69618,173807,318119,586806,1,0,1,0,0,1,2,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,Parse JSON-Object string (not normalized JSON string) into JSON object.
fclone,0,1,1,1,1,1,4,0,0,0,0,0,13,0,33099,183723,766810,2110158,4387388,10352617,9,0,1,0,31,4,2,7,0,0,4,0,0,0,0,2,0,1,1,1,0,1,0,0.0,0,A collection of utility libraries used by other Facebook JS projects
feathers,0,1,1,1,1,2,4,7,0,2,5,13,18,0,395,6488,27222,85929,214035,441519,56,25,1,1,8588,307,275,832,21,0,31,0,16,34,84,124,1,1,1,1,1,3,0,0.0,1,A bundle of helpful scripts used in projects consuming fbjs.
feathers-authentication-management,0,1,1,1,1,3,4,5,0,0,1,7,22,0,40,1250,5232,14756,26876,43957,5,0,1,0,102,32,6,105,23,0,19,1,2,2,6,40,1,1,1,1,1,3,1,0.0,0,Standartized fs.readFile caching mechanism for incremental build systems.
feature-gateway,0,0,1,1,0,1,4,0,0,0,0,1,1,0,32,119,593,1556,3056,6385,2,0,1,0,48,3,3,1,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0.0,0,Clone objects by dropping circular references
fecha,0,1,1,1,1,1,4,0,2,2,3,4,7,1,6921,40028,150662,311812,426849,561714,72,7,1,0,1361,78,23,42,1,0,11,0,1,1,4,14,1,1,1,1,1,1,2,0.92,0,"Build Better APIs, Faster than Ever."
feed,0,1,1,1,1,1,4,1,0,0,2,6,7,0,425,5269,20171,54015,91482,135217,24,8,1,0,179,52,6,68,18,0,12,0,0,0,2,23,2,1,1,1,0,2,0,0.9,0,"Adds sign up verification, forgotten password reset, and other capabilities to local feathers-authentication"
feedme,0,1,1,1,1,1,4,3,2,4,5,6,10,1,295,2088,9047,24190,44547,76845,11,6,1,0,94,14,5,22,1,0,4,0,4,11,16,21,3,1,1,1,0,2,0,1.0,0,"Simple, memory and JS based feature testing with express support"
feedparser,0,1,1,1,1,1,4,9,0,3,9,11,15,1,3342,20251,89704,244547,492115,1003508,198,43,1,0,1540,199,40,256,11,0,22,0,0,6,26,35,1,1,1,1,1,3,2,0.0,0,Date formatting and parsing
fetch-ponyfill,0,1,1,1,1,1,4,1,3,4,4,5,12,1,2167,13457,54914,144913,251452,365202,85,1,1,0,141,16,1,82,5,0,8,0,13,35,52,63,1,1,1,1,1,0,2,0.0,1,"Feed is a RSS, Atom and JSON feed generator for Node.js, making content syndication simple and intuitive!"
fetchr,0,0,1,1,1,5,4,6,0,0,0,2,13,0,344,1530,7031,16784,35801,76358,5,5,1,0,393,90,33,180,11,0,36,0,0,0,0,5,1,1,1,1,0,4,2,0.97,1,RSS/Atom/JSON feed parser
